"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2021 Annual"
"PHILIPPINES","FRESH CHICKEN, BREAST, 1 KG",171.39,185.96,186.95,185.59,179.54,175.37,172.49,171.39,169.05,166.28,167.86,170.41,175.19
"PHILIPPINES","FRESH CHICKEN, FULLY DRESSED, BROILER, 1 KG",171.15,182.63,185.35,183.68,180.25,178.26,173.65,171.60,170.14,168.34,169.77,175.21,175.84
"PHILIPPINES","FRESH CHICKEN, LEGS, 1 KG",170.97,175.39,175.90,173.38,171.62,169.47,163.71,169.09,151.49,151.39,157.93,163.27,166.14
"PHILIPPINES","FRESH CHICKEN, NATIVE, 1 KG",220.19,227.43,230.64,234.75,234.34,234.69,237.52,241.06,240.38,239.13,239.49,238.50,234.84
"PHILIPPINES","FRESH CHICKEN, NATIVE, DRESSED, WHOLE, 1 KG",254.27,265.56,271.23,268.34,270.06,267.76,259.74,265.81,310.26,309.93,306.66,303.93,279.46
"PHILIPPINES","FRESH CHICKEN, WHOLE, DRESSED, BOUNTY FRESH, 1 KG",162.49,175.85,185.43,190.37,189.72,185.50,177.52,171.83,170.85,171.72,171.20,173.40,177.16
"PHILIPPINES","FRESH CHICKEN, WINGS, 1 KG",174.86,186.30,187.23,184.95,179.62,179.84,177.36,179.67,175.43,171.67,177.80,182.54,179.77
"PHILIPPINES","EDIBLE OFFAL, FEET, CHICKEN, 1 KG",112.81,116.96,116.46,112.45,110.43,109.86,110.06,107.34,106.17,104.43,106.73,108.31,110.17
"PHILIPPINES","EDIBLE OFFAL, GIZZARD, CHICKEN, 1 KG",150.89,157.67,160.94,163.30,162.08,161.74,160.61,160.15,161.27,160.10,161.63,163.50,160.32
"PHILIPPINES","EDIBLE OFFAL, GIZZARD, CHICKEN, LOOSE, 1 KG",157.81,163.03,170.04,170.06,174.64,174.13,173.45,168.78,167.62,166.08,164.21,165.61,167.96
"PHILIPPINES","EDIBLE OFFAL, GIZZARD, MAGNOLIA, CHICKEN, 1 KG",149.74,152.00,167.52,167.80,163.13,164.94,165.51,162.76,163.49,163.33,165.37,166.28,162.66
"PHILIPPINES","EDIBLE OFFAL, LIVER, CHICKEN, FRESH, 1 KG",172.06,181.75,183.84,187.11,185.21,186.39,185.58,182.95,184.40,181.63,182.62,184.75,183.19
"PHILIPPINES","FRESH EGG, CHICKEN, MEDIUM, 1 PC",7.14,7.19,7.23,7.26,7.26,7.21,7.13,7.12,7.07,7.05,7.05,7.07,7.15
"PHILIPPINES","FRESH EGG, CHICKEN, NATIVE, MEDIUM, 1 PC",8.11,8.08,8.14,8.17,8.12,8.14,8.21,8.23,8.02,8.22,8.21,8.07,8.15
"PHILIPPINES","FRESH EGG, DUCK, MEDIUM, 1 PC",8.29,8.39,8.41,8.42,8.44,8.38,8.45,8.42,8.41,8.42,8.47,8.46,8.41
"PHILIPPINES","FRESH EGG, QUAIL, LOOSE, 1 PC",1.68,1.74,1.73,1.72,1.69,1.67,1.66,1.59,1.62,1.65,1.69,1.74,1.68
"..National Capital Region (NCR)","FRESH CHICKEN, BREAST, 1 KG",185.07,187.37,183.22,173.56,167.42,167.17,168.17,159.36,168.17,156.77,166.73,178.02,171.75
"..National Capital Region (NCR)","FRESH CHICKEN, FULLY DRESSED, BROILER, 1 KG",175.55,179.13,173.49,163.49,157.52,157.95,157.54,152.70,157.54,152.27,161.63,173.16,163.50
"..National Capital Region (NCR)","FRESH CHICKEN, LEGS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH CHICKEN, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH CHICKEN, NATIVE, DRESSED, WHOLE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH CHICKEN, WHOLE, DRESSED, BOUNTY FRESH, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH CHICKEN, WINGS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","EDIBLE OFFAL, FEET, CHICKEN, 1 KG",123.29,124.71,129.85,126.38,124.31,125.66,124.58,126.05,124.58,126.11,129.92,140.28,127.14
"..National Capital Region (NCR)","EDIBLE OFFAL, GIZZARD, CHICKEN, 1 KG",142.64,144.29,150.23,146.21,143.81,145.38,144.13,147.13,144.13,143.66,148.25,155.01,146.24
"..National Capital Region (NCR)","EDIBLE OFFAL, GIZZARD, CHICKEN, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","EDIBLE OFFAL, GIZZARD, MAGNOLIA, CHICKEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","EDIBLE OFFAL, LIVER, CHICKEN, FRESH, 1 KG",191.58,196.47,194.88,187.93,183.01,184.52,183.24,175.58,183.24,176.26,181.45,186.16,185.36
"..National Capital Region (NCR)","FRESH EGG, CHICKEN, MEDIUM, 1 PC",6.92,6.97,6.85,6.68,6.55,6.26,6.26,5.98,6.26,6.08,6.09,6.18,6.42
"..National Capital Region (NCR)","FRESH EGG, CHICKEN, NATIVE, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH EGG, DUCK, MEDIUM, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","FRESH EGG, QUAIL, LOOSE, 1 PC",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, BREAST, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, FULLY DRESSED, BROILER, 1 KG",176.17,186.02,187.61,188.06,183.82,184.57,182.30,181.21,182.53,180.23,176.75,181.32,182.55
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, LEGS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, NATIVE, DRESSED, WHOLE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, WHOLE, DRESSED, BOUNTY FRESH, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","FRESH CHICKEN, WINGS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","EDIBLE OFFAL, FEET, CHICKEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..
