"Geolocation","Commodity","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2023 Annual"
"PHILIPPINES","FRESH FISH, CATFISH, HITO, MEDIUM, 1 KG",173.59,173.27,171.81,173.20,172.58,172.75,171.57,173.18,173.82,173.12,173.86,174.13,173.08
"PHILIPPINES","FRESH FISH, DALAG, MEDIUM, 1 KG",228.91,228.26,226.81,232.24,229.44,228.19,223.81,227.31,217.60,221.99,227.30,230.90,226.90
"PHILIPPINES","FRESH FISH, GUTOB, MEDIUM, 1 KG",232.44,226.18,228.70,216.39,208.42,216.42,214.44,222.31,215.11,214.50,209.97,213.58,218.20
"PHILIPPINES","FRESH FISH, LAGAO, MEDIUM, 1 KG",294.58,307.64,299.72,286.81,286.39,289.72,291.39,301.25,285.00,293.47,303.61,297.64,294.77
"PHILIPPINES","FRESH FISH, TILAPIA, MEDIUM, 1 KG",161.18,162.77,163.27,162.17,163.33,164.11,163.12,166.95,166.66,166.48,168.32,167.05,164.62
"PHILIPPINES","FRESH FISH, ALOY/TULINGAN, MEDIUM, 1 KG",209.83,227.72,212.49,191.21,192.92,200.06,203.83,201.19,199.98,194.51,199.28,200.26,202.77
"PHILIPPINES","FRESH FISH, BARILIS, MEDIUM, 1 KG",354.72,360.02,363.72,346.37,342.81,346.36,319.28,324.54,328.18,312.08,317.79,328.06,337.00
"PHILIPPINES","FRESH FISH, BARILISION, MEDIUM, 1 KG",238.23,228.58,227.42,222.50,215.17,220.58,206.17,205.75,208.42,203.08,210.08,195.75,215.15
"PHILIPPINES","FRESH FISH, OCEANIC BONITO, TULINGANG PUTI, MEDIUM, 1 KG",229.69,234.52,233.41,220.04,220.56,227.87,221.05,222.97,220.66,218.50,216.23,216.29,223.48
"PHILIPPINES","FRESH FISH, SKIPJACK (GULYASAN), MEDIUM, 1 KG",192.50,223.19,230.08,202.11,199.11,211.67,205.56,215.06,209.17,197.33,189.56,192.25,205.63
"PHILIPPINES","FRESH FISH, TULINGAN (FRIGATE TUNA), MEDIUM, 1 KG",201.94,205.98,207.29,199.44,194.95,201.80,193.39,214.14,211.73,210.57,209.90,211.36,205.21
"PHILIPPINES","FRESH FISH, TUNA, YELLOW-FIN (TAMBAKOL), MEDIUM, 1 KG",281.18,282.42,289.05,281.38,278.21,281.71,275.39,281.17,278.66,270.94,267.00,264.66,277.65
"PHILIPPINES","FRESH FISH, BIG-EYED SCAD, MATAMBAKA, MEDIUM, 1 KG",224.12,221.72,222.14,212.34,203.05,211.23,202.23,209.57,204.93,199.83,205.77,206.73,210.30
"PHILIPPINES","FRESH FISH, BUDBURON, MEDIUM, 1 KG",188.17,183.00,192.33,182.92,185.58,193.25,178.88,181.83,183.00,170.00,171.50,164.13,181.22
"PHILIPPINES","FRESH FISH, BUDBURON, SMALL, 1 KG",215.73,207.29,199.06,167.19,156.62,168.13,163.34,190.21,174.38,185.83,171.98,177.82,181.46
"PHILIPPINES","FRESH FISH, BURAW/BORAO, MEDIUM, 1 KG",261.78,265.62,255.70,262.42,256.62,255.45,246.78,254.45,253.53,256.78,248.45,251.62,255.77
