"Geolocation","Commodity","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2013 Annual"
"PHILIPPINES","Garlic Taiwan (Imported)",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Garlic",122.51,124.24,118.39,114.99,115.74,122.69,125.69,124.32,128.15,136.80,153.99,157.81,126.32
"PHILIPPINES","Ginger Hawaiian",26.03,24.65,25.92,28.74,36.38,38.99,44.03,48.13,47.31,48.36,47.40,49.45,38.85
"PHILIPPINES","Ginger Native",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Onion Leeks",50.62,47.91,42.55,40.55,43.13,44.95,43.05,45.15,57.56,51.44,47.84,45.13,45.67
"PHILIPPINES","Onion native (red shallot), multiplier",52.52,45.39,34.63,35.94,41.24,47.38,46.95,44.89,57.77,63.62,73.69,93.09,47.88
"PHILIPPINES","Onion Red Creole (Bermuda Red)",56.18,49.73,39.96,36.08,42.06,46.15,45.53,46.38,52.24,55.16,62.59,80.17,53.52
"PHILIPPINES","Onion White (Yellow Granex)",39.16,33.78,27.40,30.34,36.40,36.38,35.73,42.11,44.76,43.86,43.30,42.55,37.98
"PHILIPPINES","Pepper bell",68.75,80.57,75.59,57.86,66.63,80.16,99.33,104.58,124.85,135.29,120.01,121.66,94.61
"PHILIPPINES","Pepper finger, green",33.63,29.55,34.22,31.78,24.81,27.97,27.79,41.41,62.43,90.53,105.07,84.43,49.57
"PHILIPPINES","Pepper hot, red labuyo [Chili pepper]",130.28,92.27,78.39,66.30,51.78,64.66,57.58,49.63,..,..,228.57,184.95,96.99
"..NATIONAL CAPITAL REGION (NCR)","Garlic Taiwan (Imported)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Garlic",130.00,132.67,118.08,116.67,116.67,123.20,115.00,115.00,125.00,125.00,125.00,125.00,122.27
"..NATIONAL CAPITAL REGION (NCR)","Ginger Hawaiian",26.02,26.43,27.10,28.09,36.83,42.65,41.11,49.09,51.06,51.88,46.91,47.90,39.59
"..NATIONAL CAPITAL REGION (NCR)","Ginger Native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Onion Leeks",44.03,38.59,37.71,38.68,38.66,40.50,34.49,..,..,..,..,36.29,38.62
"..NATIONAL CAPITAL REGION (NCR)","Onion native (red shallot), multiplier",48.33,48.73,37.00,32.80,31.40,44.31,48.33,..,..,..,..,..,41.56
"..NATIONAL CAPITAL REGION (NCR)","Onion Red Creole (Bermuda Red)",53.07,33.14,24.50,23.06,32.07,34.74,33.96,36.20,40.70,40.42,51.57,63.16,38.88
"..NATIONAL CAPITAL REGION (NCR)","Onion White (Yellow Granex)",33.93,27.26,22.36,19.75,30.65,28.96,32.29,45.10,39.42,37.16,34.06,33.38,32.03
"..NATIONAL CAPITAL REGION (NCR)","Pepper bell",50.59,56.37,77.09,64.94,71.76,91.81,106.68,98.47,142.62,159.24,143.60,142.37,100.46
