"Geolocation","Commodity","2010 January","2010 February","2010 March","2010 April","2010 May","2010 June","2010 July","2010 August","2010 September","2010 October","2010 November","2010 December","2010 Annual"
"PHILIPPINES","Ampalaya [Bitter gourd]",30.79,28.89,24.76,26.54,27.08,30.93,30.65,27.08,17.70,26.88,47.12,39.56,30.19
"PHILIPPINES","Ampalaya [Bitter gourd] Native Variety",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Chayote",12.33,13.06,12.90,13.54,14.10,13.01,10.89,9.65,8.45,10.48,14.07,12.17,12.05
"PHILIPPINES","Cucumber",16.16,19.60,28.01,25.45,21.45,19.69,16.75,17.00,17.67,21.43,23.02,18.11,20.23
"PHILIPPINES","Eggplant long, purple",25.04,18.86,12.39,15.02,13.74,13.87,12.18,13.76,9.89,15.06,21.04,20.06,15.91
"PHILIPPINES","Eggplant native, round",25.99,20.55,6.18,13.39,11.69,12.62,13.68,11.32,9.85,19.85,47.83,22.88,17.99
"PHILIPPINES","Jackfruit Green [Vegetable]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Okra",21.02,16.63,20.19,24.22,25.37,20.46,13.45,10.77,11.21,26.72,36.89,18.99,20.49
"PHILIPPINES","Patola [Dishrag gourd], native",19.00,19.85,18.83,18.42,17.28,18.56,17.69,13.17,11.10,11.48,20.50,22.31,17.32
"PHILIPPINES","Squash",13.41,12.60,9.16,10.24,10.99,10.92,10.96,10.49,8.68,8.79,10.01,10.87,10.59
"PHILIPPINES","Tomato",16.38,11.38,10.44,14.68,18.58,23.70,28.98,39.78,31.64,19.94,25.48,34.60,23.11
"PHILIPPINES","Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Upo [Bottle gourd]",9.51,8.82,9.80,9.91,12.04,10.67,13.13,12.51,10.83,14.49,14.94,12.82,11.62
"..NATIONAL CAPITAL REGION (NCR)","Ampalaya [Bitter gourd]",31.60,26.53,22.89,25.51,25.06,31.75,34.18,27.04,18.01,31.41,54.13,31.64,29.98
"..NATIONAL CAPITAL REGION (NCR)","Ampalaya [Bitter gourd] Native Variety",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Chayote",12.35,16.16,16.11,14.11,11.32,9.18,5.34,4.62,4.77,10.77,20.72,7.65,11.09
"..NATIONAL CAPITAL REGION (NCR)","Cucumber",17.71,24.85,43.04,35.94,24.85,24.99,20.41,18.31,23.33,27.93,33.06,23.00,26.45
"..NATIONAL CAPITAL REGION (NCR)","Eggplant long, purple",30.36,14.56,7.76,7.96,11.11,11.80,11.89,15.86,7.50,18.44,21.39,23.73,15.20
"..NATIONAL CAPITAL REGION (NCR)","Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Jackfruit Green [Vegetable]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Okra",23.93,15.40,21.76,22.87,24.29,15.84,9.97,9.33,12.46,35.07,45.52,14.22,20.89
"..NATIONAL CAPITAL REGION (NCR)","Patola [Dishrag gourd], native",15.86,14.56,15.66,15.33,14.80,14.39,14.02,11.16,10.93,11.92,20.50,18.13,14.77
"..NATIONAL CAPITAL REGION (NCR)","Squash",13.86,13.75,8.83,9.63,10.78,10.92,11.37,11.61,11.60,11.08,9.95,10.90,11.19
"..NATIONAL CAPITAL REGION (NCR)","Tomato",12.74,7.84,7.80,9.16,15.26,24.11,33.13,48.80,34.59,17.03,29.72,35.56,22.98
"..NATIONAL CAPITAL REGION (NCR)","Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","Upo [Bottle gourd]",9.14,7.20,7.18,6.85,6.71,6.55,6.64,6.58,6.80,9.04,15.28,14.08,8.50
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ampalaya [Bitter gourd]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Ampalaya [Bitter gourd] Native Variety",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Chayote",7.02,13.72,12.57,13.75,11.56,9.28,7.49,5.60,3.02,9.21,16.70,8.23,9.85
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Cucumber",14.32,21.48,31.98,20.24,18.94,20.35,18.46,20.26,16.54,23.47,23.27,17.65,20.58
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Eggplant long, purple",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Jackfruit Green [Vegetable]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","Okra",..,..,..,..,..,..,..,..,..,..,..,..,..
