"Geolocation","Commodity","2019 January","2019 February","2019 March","2019 April","2019 May","2019 June","2019 July","2019 August","2019 September","2019 October","2019 November","2019 December","2019 Annual"
"PHILIPPINES","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Ampalaya [Bitter gourd] leaves",43.54,31.87,26.30,25.51,50.43,26.83,40.51,24.16,31.34,27.55,35.14,40.94,33.68
"PHILIPPINES","Asparagus",76.49,84.59,77.02,68.92,77.38,73.65,85.18,95.32,79.76,78.53,104.87,92.09,82.82
"PHILIPPINES","Broccoli",59.88,57.24,62.79,64.84,68.88,67.33,76.53,76.83,82.09,100.91,77.49,71.39,72.18
"PHILIPPINES","Cabbage",21.36,23.49,21.07,25.82,35.82,28.03,24.70,24.84,23.98,25.25,20.72,17.91,24.42
"PHILIPPINES","Camote [Sweet potato] tops",16.96,17.55,17.75,17.61,17.77,17.99,17.90,17.32,16.23,17.47,17.44,17.87,17.49
"PHILIPPINES","Cauliflower",45.40,48.27,44.36,50.89,72.64,62.35,77.26,70.66,74.44,85.93,67.76,55.86,62.99
"PHILIPPINES","Celery",50.92,32.18,18.75,23.02,36.98,31.80,27.53,27.92,67.40,25.22,17.94,32.95,32.72
"PHILIPPINES","Chayote tops",20.63,19.70,24.10,21.54,20.11,20.26,23.63,20.68,22.98,21.60,23.17,29.14,22.30
"PHILIPPINES","Gabi [Dasheen] leaves",12.65,13.23,14.35,14.54,13.47,12.69,13.19,12.91,14.49,14.37,12.69,12.57,13.43
"PHILIPPINES","Kangkong [Morning glory]",17.23,17.19,16.31,17.19,17.01,17.00,16.90,17.26,17.24,16.34,16.85,17.76,17.02
"PHILIPPINES","Lettuce",57.92,42.60,32.16,43.58,82.36,107.41,67.21,95.93,53.63,55.09,44.56,62.75,62.10
"PHILIPPINES","Malunggay [Horseradish] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Mustard",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Pechay Baguio [Chinese cabbage]",16.02,19.46,17.80,18.92,26.41,23.53,20.27,18.55,18.71,14.22,15.82,14.11,18.65
"PHILIPPINES","Pechay native",28.37,26.65,27.64,30.13,31.04,31.13,31.44,30.13,30.74,27.85,31.17,31.46,29.81
"PHILIPPINES","Saluyot [Jews mallows]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Sili [Chili pepper] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Sitao [Stringbeans] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Squash tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Ampalaya [Bitter gourd] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Asparagus",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Broccoli",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cabbage",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Camote [Sweet potato] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cauliflower",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Celery",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Chayote tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi [Dasheen] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Kangkong [Morning glory]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Lettuce",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Malunggay [Horseradish] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Mustard",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pechay Baguio [Chinese cabbage]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pechay native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Saluyot [Jews mallows]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Sili [Chili pepper] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Sitao [Stringbeans] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Squash tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Ampalaya [Bitter gourd] leaves",43.54,31.87,26.30,25.51,50.43,26.83,40.51,24.16,31.34,27.55,35.14,40.94,33.68
"..Cordillera Administrative Region (CAR)","Asparagus",..,..,..,..,..,..,..,..,..,..,..,..,..
