"Geolocation","Commodity","2015 January","2015 February","2015 March","2015 April","2015 May","2015 June","2015 July","2015 August","2015 September","2015 October","2015 November","2015 December","2015 Annual"
"PHILIPPINES","Arrowroot",5.48,5.47,5.08,5.77,..,..,..,..,..,..,..,..,5.45
"PHILIPPINES","Carrots",28.84,25.78,28.59,26.91,26.71,25.79,30.95,30.20,33.99,38.31,33.52,34.03,30.30
"PHILIPPINES","Cassava, dried chips",8.14,7.38,7.44,7.38,7.46,7.32,7.61,7.37,7.74,7.94,7.77,7.80,7.61
"PHILIPPINES","Cassava, fresh tubers for food",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Cassava, fresh tubers for industrial use",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Gabi Cebu, for ginataan [Taro (cocoyam)]",13.04,13.11,13.29,13.82,15.35,12.44,13.57,13.20,17.15,18.15,15.80,16.52,14.62
"PHILIPPINES","Gabi Pao-galiang [Pao-galiang (cocoyam)]",14.45,7.99,9.48,9.50,9.26,11.39,14.54,15.66,19.65,18.40,17.86,19.90,14.01
"PHILIPPINES","Gabi Tagalog, for sinigang [Tannia, Yautia (cocoyam)]",15.35,14.81,15.00,17.17,18.42,18.17,16.92,16.91,18.32,17.84,19.30,19.26,17.29
"PHILIPPINES","Gabi with stalk [Dasheen]",14.95,15.49,15.26,15.46,15.08,14.35,15.22,14.57,14.74,15.98,15.79,17.78,15.39
"PHILIPPINES","Radish",20.81,16.23,15.47,18.38,18.90,16.53,17.72,17.85,20.35,17.72,19.96,19.58,18.29
"PHILIPPINES","Sweet Potato",13.83,13.78,13.60,14.08,14.14,15.23,16.03,16.39,15.88,15.91,15.78,16.00,15.05
"PHILIPPINES","Turnips",14.21,12.51,9.07,8.29,11.61,..,..,..,..,..,..,40.00,15.95
"PHILIPPINES","Ube [Purple yam]",22.37,21.07,17.39,..,..,..,..,34.50,38.95,40.21,33.65,30.70,29.86
"PHILIPPINES","White/Irish Potato",29.74,28.28,30.33,30.57,30.32,29.13,28.32,28.96,30.07,30.36,32.55,37.49,30.51
"..National Capital Region (NCR)","Arrowroot",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Carrots",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cassava, dried chips",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cassava, fresh tubers for food",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cassava, fresh tubers for industrial use",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi Cebu, for ginataan [Taro (cocoyam)]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi Pao-galiang [Pao-galiang (cocoyam)]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi Tagalog, for sinigang [Tannia, Yautia (cocoyam)]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi with stalk [Dasheen]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Radish",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Sweet Potato",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Turnips",..,..,..,..,..,..,..,..,..,..,..,..,..
