"Geolocation","Commodity","2019 January","2019 February","2019 March","2019 April","2019 May","2019 June","2019 July","2019 August","2019 September","2019 October","2019 November","2019 December","2019 Annual"
"PHILIPPINES","Ampalaya [Bitter gourd]",44.73,40.06,41.32,41.99,39.51,41.05,40.53,37.45,40.55,39.70,44.22,43.71,41.24
"PHILIPPINES","Banana Blossom",10.72,10.60,9.36,9.73,9.47,8.03,7.49,7.10,6.07,5.80,6.02,5.39,7.98
"PHILIPPINES","Chayote",12.54,9.83,9.12,12.66,10.80,9.94,9.45,10.40,12.18,9.20,8.20,10.17,10.37
"PHILIPPINES","Cucumber",21.20,25.04,25.99,24.44,23.70,19.86,18.39,18.45,19.41,17.52,19.20,20.65,21.15
"PHILIPPINES","Eggplant long, purple",34.09,28.95,29.76,30.10,28.93,26.27,27.46,30.54,32.49,28.63,35.40,33.64,30.52
"PHILIPPINES","Eggplant native, round",35.54,27.66,26.00,24.55,21.66,15.63,22.87,28.04,33.34,21.55,47.56,54.61,29.92
"PHILIPPINES","Jackfruit, green",10.03,9.53,9.92,9.04,9.47,8.69,9.80,9.09,10.37,10.42,9.91,9.31,9.63
"PHILIPPINES","Kamansi [Seeded breadfruit]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Okra",27.36,27.89,29.10,29.88,27.90,24.54,23.42,21.85,26.13,25.04,26.68,25.17,26.25
"PHILIPPINES","Papaya, green",11.41,10.70,10.24,10.86,11.23,10.66,11.17,9.02,9.43,10.99,10.66,9.64,10.50
"PHILIPPINES","Patola [Dishrag gourd], Baguio",21.73,21.14,24.12,23.97,22.16,18.90,19.36,19.82,18.58,17.57,18.48,18.51,20.36
"PHILIPPINES","Patola [Dishrag gourd], native",21.34,18.79,22.50,17.87,21.85,19.10,18.60,18.11,21.38,18.78,19.97,19.18,19.79
"PHILIPPINES","Squash",13.28,12.95,14.20,18.06,16.74,14.98,15.62,14.84,15.47,16.75,16.84,16.70,15.54
"PHILIPPINES","Tomato",21.59,22.95,19.32,20.86,28.39,30.76,30.74,26.81,28.41,26.66,24.14,25.84,25.54
"PHILIPPINES","Upo [Bottle gourd]",13.18,12.84,14.06,14.39,14.46,14.66,13.43,12.87,14.16,13.28,14.29,13.47,13.76
"..National Capital Region (NCR)","Ampalaya [Bitter gourd]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Blossom",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Chayote",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cucumber",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Eggplant long, purple",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Jackfruit, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Kamansi [Seeded breadfruit]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Okra",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Papaya, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Patola [Dishrag gourd], Baguio",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Patola [Dishrag gourd], native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Squash",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Tomato",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Upo [Bottle gourd]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Ampalaya [Bitter gourd]",30.96,20.42,21.51,29.80,29.22,35.57,25.04,34.03,52.56,39.77,44.63,49.79,34.44
"..Cordillera Administrative Region (CAR)","Banana Blossom",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Chayote",17.09,9.95,10.24,17.41,9.83,8.04,6.42,9.63,14.50,8.22,7.55,10.18,10.76
"..Cordillera Administrative Region (CAR)","Cucumber",24.33,25.99,22.03,23.46,31.99,8.38,9.95,13.25,20.13,15.10,21.83,13.09,19.13
"..Cordillera Administrative Region (CAR)","Eggplant long, purple",30.58,18.07,18.19,26.49,24.03,24.65,24.54,24.95,32.09,26.28,31.00,36.26,26.43
"..Cordillera Administrative Region (CAR)","Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Jackfruit, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Kamansi [Seeded breadfruit]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Okra",30.30,17.01,15.14,27.52,27.09,21.18,27.11,16.00,18.82,12.32,22.53,24.39,21.62
"..Cordillera Administrative Region (CAR)","Papaya, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Patola [Dishrag gourd], Baguio",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Patola [Dishrag gourd], native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Squash",18.18,11.88,11.90,12.90,16.50,18.75,19.72,21.82,19.56,18.32,20.56,18.81,17.41
"..Cordillera Administrative Region (CAR)","Tomato",12.67,15.07,10.40,10.48,17.63,27.94,34.06,19.02,34.86,24.42,21.23,22.64,20.87
"..Cordillera Administrative Region (CAR)","Upo [Bottle gourd]",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","Ampalaya [Bitter gourd]",..,27.14,..,35.76,..,..,..,..,..,37.47,37.14,38.05,35.11
"....Abra","Banana Blossom",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","Chayote",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","Cucumber",..,..,..,..,..,..,..,..,..,..,..,..,..
