"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2021 Annual"
"PHILIPPINES","Garlic",113.38,123.43,109.44,115.42,120.45,101.35,102.48,97.97,104.75,102.73,107.66,105.13,108.68
"PHILIPPINES","Ginger Hawaiian",60.25,54.11,55.81,55.86,56.91,60.74,63.79,59.13,58.77,55.27,52.99,51.02,57.05
"PHILIPPINES","Ginger native",78.53,69.28,67.10,76.03,80.63,87.05,72.22,80.41,82.08,96.72,78.26,63.03,77.61
"PHILIPPINES","Onion Leaves",75.83,71.32,56.46,54.57,51.25,48.11,45.87,46.97,53.06,48.19,39.99,50.65,53.52
"PHILIPPINES","Onion Leeks",52.88,48.33,54.56,49.57,42.94,44.96,43.28,40.12,43.05,41.74,42.44,47.19,45.92
"PHILIPPINES","Onion native (red shallot), multiplier",40.67,43.54,66.76,79.45,88.22,31.84,40.00,46.70,41.12,40.00,82.76,53.43,54.54
"PHILIPPINES","Onion Red Creole (Bermuda Red)",55.66,65.16,49.80,47.34,50.46,50.71,..,..,62.90,..,..,..,54.58
"PHILIPPINES","Onion White (Yellow Granex)",..,..,20.00,50.00,50.57,..,..,..,..,..,..,..,40.19
"PHILIPPINES","Pepper Bell, red and green",108.34,90.43,56.36,52.19,47.69,62.77,70.68,68.57,79.40,82.21,77.81,91.48,73.99
"PHILIPPINES","Pepper Black",278.67,349.49,342.38,334.57,337.12,246.39,266.86,337.78,345.10,340.15,325.68,236.71,311.74
"PHILIPPINES","Pepper finger, green",75.17,56.43,45.14,35.29,32.33,35.30,34.51,54.23,63.92,64.66,55.52,58.36,50.91
"PHILIPPINES","Pepper hot, red labuyo [Chili pepper]",202.67,166.23,102.60,57.03,39.65,47.41,47.70,74.20,168.29,156.64,76.24,67.47,100.51
"..National Capital Region (NCR)","Garlic",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Ginger Hawaiian",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Ginger native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Onion Leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Onion Leeks",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Onion native (red shallot), multiplier",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Onion Red Creole (Bermuda Red)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Onion White (Yellow Granex)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pepper Bell, red and green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pepper Black",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pepper finger, green",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pepper hot, red labuyo [Chili pepper]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Garlic",..,..,..,103.86,..,..,..,..,..,..,..,..,103.86
"..Cordillera Administrative Region (CAR)","Ginger Hawaiian",91.85,62.27,82.95,82.52,87.89,85.32,81.09,78.82,75.71,76.94,68.84,61.88,78.01
"..Cordillera Administrative Region (CAR)","Ginger native",70.00,71.51,53.79,79.32,80.02,70.27,63.32,65.67,56.24,76.74,66.69,60.65,67.85
"..Cordillera Administrative Region (CAR)","Onion Leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Onion Leeks",51.57,42.39,56.80,44.83,36.62,32.75,26.05,27.97,35.28,38.50,40.28,29.02,38.51
"..Cordillera Administrative Region (CAR)","Onion native (red shallot), multiplier",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Onion Red Creole (Bermuda Red)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Onion White (Yellow Granex)",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Pepper Bell, red and green",118.67,94.05,40.18,41.59,36.28,58.27,77.63,44.41,72.71,59.21,44.92,62.71,62.55
"..Cordillera Administrative Region (CAR)","Pepper Black",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Pepper finger, green",..,..,46.28,43.16,..,..,38.00,42.59,..,..,..,..,42.51
