"Geolocation","Commodity","2015 January","2015 February","2015 March","2015 April","2015 May","2015 June","2015 July","2015 August","2015 September","2015 October","2015 November","2015 December","2015 Annual"
"PHILIPPINES","Alumahan [Indian mackerel]",126.24,123.03,110.99,108.27,99.48,104.45,106.84,110.39,107.72,112.79,112.02,114.95,112.36
"PHILIPPINES","Bangus [Milkfish]",105.64,100.21,107.46,106.24,105.06,104.68,103.95,105.49,103.31,103.24,106.37,105.71,104.29
"PHILIPPINES","Bisugo [Threadfin bream]",148.53,141.15,132.58,131.94,130.00,137.68,137.67,138.96,135.83,144.21,138.57,143.07,136.68
"PHILIPPINES","Crab, Alimasag [Blue crab]",161.56,145.35,174.53,150.30,146.28,135.20,132.90,131.54,139.00,139.83,163.75,168.65,156.05
"PHILIPPINES","Dalagang-Bukid, bilog [Caesio]",102.34,110.29,94.73,98.88,103.69,111.40,108.65,111.44,104.76,116.57,109.05,106.67,110.81
"PHILIPPINES","Dalagang-Bukid, lapad [Caesio]",137.95,138.44,135.70,126.79,129.94,125.78,120.91,120.15,118.76,120.81,119.10,122.11,125.85
"PHILIPPINES","Dilis [Anchovies]",66.65,62.54,62.67,68.79,57.65,55.71,61.01,59.09,58.45,64.24,68.46,65.39,68.89
"PHILIPPINES","Espada [Hairtail]",78.33,69.44,82.00,74.00,63.00,65.00,65.24,65.00,74.44,76.67,80.43,63.60,71.43
"PHILIPPINES","Galunggong [Roundscad]",96.46,92.42,89.00,87.31,86.94,89.08,89.12,89.77,87.97,100.88,94.90,96.94,91.65
"PHILIPPINES","Hasa-hasa [Indo-Pacific mackerel]",115.31,118.23,108.32,101.07,93.04,95.55,96.21,103.31,99.10,102.04,96.58,103.38,100.86
"PHILIPPINES","Kalaso [Lizard fish]",78.54,66.67,..,57.12,48.19,59.47,69.05,66.25,61.41,57.05,59.19,57.50,61.86
"PHILIPPINES","Lapu-lapu [Grouper]",254.88,246.53,248.34,220.30,173.12,218.84,204.97,234.28,227.58,233.35,242.76,238.69,228.80
"PHILIPPINES","Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,196.07,191.18,208.86,198.30,168.97,196.41
"PHILIPPINES","Matang-baka [Big-eyed scad]",111.40,118.69,118.07,106.72,108.49,112.33,104.43,113.42,103.41,116.33,111.10,111.47,109.10
