"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2021 Annual"
"PHILIPPINES","Garlic Taiwan (Imported)",77.63,79.22,78.81,74.97,73.79,75.96,77.67,83.24,83.26,83.41,83.85,85.31,83.70
"PHILIPPINES","Garlic",176.32,177.93,196.27,199.04,195.98,195.87,191.93,191.00,190.68,153.75,185.20,182.69,190.29
"PHILIPPINES","Ginger Hawaiian",85.32,83.67,81.16,80.99,84.74,87.88,88.73,86.85,79.33,80.93,75.17,72.93,84.45
"PHILIPPINES","Ginger Native",82.63,83.75,75.58,78.75,79.65,79.55,81.27,79.38,74.80,82.38,79.06,72.33,79.45
"PHILIPPINES","Onion Leeks",60.25,63.88,47.04,53.78,51.79,52.72,45.51,53.00,36.39,42.66,57.82,62.96,56.81
"PHILIPPINES","Onion native (red shallot), multiplier",94.50,61.00,57.72,66.91,74.00,73.67,72.45,65.00,70.51,67.06,77.77,80.21,72.02
"PHILIPPINES","Onion Red Creole (Bermuda Red)",78.71,77.48,76.18,71.97,75.09,79.93,81.66,84.87,90.81,102.25,123.11,155.92,94.50
"PHILIPPINES","Onion White (Yellow Granex)",47.24,43.96,39.22,40.93,45.94,49.30,49.62,50.67,55.31,57.08,57.45,48.97,48.74
"PHILIPPINES","Pepper bell",209.91,191.98,133.00,84.86,76.99,90.49,105.94,92.76,131.94,174.45,108.14,125.91,113.18
"PHILIPPINES","Pepper finger, green",100.95,64.49,36.43,31.66,23.36,33.96,28.48,62.86,67.00,87.86,66.43,44.79,50.63
"PHILIPPINES","Pepper hot, red labuyo [Chili pepper]",340.77,136.20,64.31,39.68,35.44,38.71,45.34,78.23,255.92,233.41,120.54,62.65,122.32
"..NATIONAL CAPITAL REGION (NCR)","Garlic Taiwan (Imported)",66.49,72.24,69.37,71.36,71.46,71.60,73.69,..,79.16,74.56,76.81,78.57,73.21
"..NATIONAL CAPITAL REGION (NCR)","Garlic",212.86,217.33,211.29,198.75,198.75,199.33,192.08,..,200.81,206.00,203.29,203.00,203.95
"..NATIONAL CAPITAL REGION (NCR)","Ginger Hawaiian",124.00,107.82,104.86,111.82,106.50,106.96,101.98,..,95.51,97.58,90.27,84.89,102.93
