"Geolocation","Commodity","2018 January","2018 February","2018 March","2018 April","2018 May","2018 June","2018 July","2018 August","2018 September","2018 October","2018 November","2018 December","2018 Annual"
"PHILIPPINES","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Ampalaya [Bitter gourd] leaves",48.88,33.12,43.35,31.98,49.40,49.01,55.43,47.19,44.72,28.57,32.26,30.76,41.22
"PHILIPPINES","Asparagus",73.31,72.21,75.41,73.66,76.54,70.28,71.97,71.31,73.95,..,75.00,78.51,73.83
"PHILIPPINES","Broccoli",77.54,69.25,71.39,39.02,62.57,56.75,62.69,81.19,104.52,76.38,79.47,54.18,69.58
"PHILIPPINES","Cabbage",25.95,20.92,22.67,21.13,25.77,29.18,27.37,33.70,39.33,34.21,29.20,24.13,27.80
"PHILIPPINES","Camote [Sweet potato] tops",15.86,15.83,16.08,15.61,17.22,16.91,16.41,17.52,17.76,16.74,17.15,17.29,16.70
"PHILIPPINES","Cauliflower",51.73,57.07,53.22,54.12,59.97,63.05,65.35,77.02,92.11,85.22,55.35,37.68,62.66
"PHILIPPINES","Celery",13.09,15.39,40.60,14.53,28.21,43.29,48.35,80.50,63.45,39.79,20.06,17.62,35.41
"PHILIPPINES","Chayote tops",18.23,19.40,23.37,17.56,20.41,23.25,21.59,23.02,25.19,22.30,22.31,22.83,21.62
"PHILIPPINES","Gabi [Dasheen] leaves",12.99,12.53,12.51,12.58,12.93,13.24,13.87,12.97,13.33,14.34,13.36,13.67,13.19
"PHILIPPINES","Kangkong [Morning glory]",17.23,16.94,17.21,16.22,15.63,16.64,15.90,15.79,16.00,15.65,15.67,16.51,16.28
"PHILIPPINES","Lettuce",115.39,55.86,68.45,40.59,50.04,46.20,51.13,66.90,84.66,52.38,50.52,49.83,61.00
"PHILIPPINES","Malunggay [Horseradish] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Mustard",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Pechay Baguio [Chinese cabbage]",15.58,12.17,15.68,14.78,24.73,21.21,19.74,25.63,36.19,24.07,22.27,18.40,20.87
"PHILIPPINES","Pechay native",28.45,26.91,24.99,26.26,27.81,30.06,30.96,30.34,32.96,29.27,28.42,27.60,28.67
"PHILIPPINES","Saluyot [Jews mallows]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Sili [Chili pepper] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Sitao [Stringbeans] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Squash tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Ampalaya [Bitter gourd] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Asparagus",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Broccoli",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cabbage",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Camote [Sweet potato] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Cauliflower",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Celery",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Chayote tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Gabi [Dasheen] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Kangkong [Morning glory]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Lettuce",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Malunggay [Horseradish] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Mustard",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pechay Baguio [Chinese cabbage]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Pechay native",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Saluyot [Jews mallows]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Sili [Chili pepper] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Sitao [Stringbeans] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Squash tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Ampalaya [Bitter gourd] leaves",48.88,33.12,43.35,31.98,49.40,49.01,55.43,47.19,44.72,28.57,32.26,30.76,41.22
"..Cordillera Administrative Region (CAR)","Asparagus",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Broccoli",40.91,48.71,38.23,28.51,22.73,28.73,30.75,67.17,73.85,42.61,47.25,18.44,40.66
"..Cordillera Administrative Region (CAR)","Cabbage",19.64,22.63,24.18,23.20,22.79,23.46,24.57,41.66,58.24,34.37,28.78,20.21,28.64
"..Cordillera Administrative Region (CAR)","Camote [Sweet potato] tops",13.74,17.51,18.14,15.84,18.29,18.31,16.36,18.38,19.49,18.10,22.57,21.69,18.20
"..Cordillera Administrative Region (CAR)","Cauliflower",37.24,47.12,68.16,47.58,36.21,33.96,24.47,66.67,92.87,74.58,31.29,13.98,47.84
"..Cordillera Administrative Region (CAR)","Celery",13.09,15.39,40.60,14.53,28.21,43.29,48.35,80.50,63.45,39.79,20.06,17.62,35.41
"..Cordillera Administrative Region (CAR)","Chayote tops",18.23,19.40,23.37,17.56,20.41,23.25,21.59,23.02,25.19,22.30,22.31,22.83,21.62
"..Cordillera Administrative Region (CAR)","Gabi [Dasheen] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Kangkong [Morning glory]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Lettuce",77.86,65.60,40.19,41.14,31.12,37.93,60.95,77.64,103.93,35.45,17.86,21.60,50.94
"..Cordillera Administrative Region (CAR)","Malunggay [Horseradish] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Mustard",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Pechay Baguio [Chinese cabbage]",8.05,12.60,19.40,15.25,22.20,18.69,17.06,33.10,65.77,19.39,5.92,8.03,20.46
"..Cordillera Administrative Region (CAR)","Pechay native",26.57,25.81,32.05,32.89,34.23,32.97,31.46,36.48,35.14,31.35,28.32,28.80,31.34
"..Cordillera Administrative Region (CAR)","Saluyot [Jews mallows]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Sili [Chili pepper] leaves",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Sitao [Stringbeans] tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"..Cordillera Administrative Region (CAR)","Squash tops",..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","Alugbati",..,..,..,..,..,..,..,..,..,..,..,..,..
