"Geolocation","Commodity","2018 January","2018 February","2018 March","2018 April","2018 May","2018 June","2018 July","2018 August","2018 September","2018 October","2018 November","2018 December","2018 Annual"
"PHILIPPINES","Ampalaya [Bitter gourd]",47.29,45.24,41.76,36.45,35.36,40.99,42.39,42.84,44.15,39.89,41.03,38.42,41.32
"PHILIPPINES","Banana Blossom",6.44,6.33,5.64,5.47,5.15,5.94,5.84,6.32,6.97,7.85,8.75,8.05,6.56
"PHILIPPINES","Chayote",11.07,10.19,9.46,9.11,10.42,11.33,12.18,13.49,18.35,13.79,12.02,10.21,11.80
"PHILIPPINES","Cucumber",24.26,19.39,17.96,18.39,18.25,17.67,15.96,17.67,18.12,19.46,19.57,18.53,18.77
"PHILIPPINES","Eggplant long, purple",34.73,31.44,29.25,27.19,26.82,28.79,29.50,30.57,34.14,27.56,31.37,29.37,30.06
"PHILIPPINES","Eggplant native, round",35.03,35.18,27.47,23.75,25.14,38.46,43.87,39.38,32.95,31.91,42.66,36.64,34.37
"PHILIPPINES","Jackfruit, green",10.00,9.53,9.84,9.67,9.42,9.01,8.92,9.90,10.28,10.23,9.78,9.88,9.71
"PHILIPPINES","Kamansi [Seeded breadfruit]",..,..,..,..,..,..,..,..,..,..,..,..,..
"PHILIPPINES","Okra",30.69,31.26,28.14,25.95,27.39,29.67,26.90,25.71,28.81,24.29,24.56,23.71,27.26
"PHILIPPINES","Papaya, green",7.70,7.73,7.40,7.81,8.29,9.29,9.81,10.63,10.45,10.03,10.44,10.33,9.16
"PHILIPPINES","Patola [Dishrag gourd], Baguio",24.23,25.08,19.99,19.47,19.82,19.77,20.11,20.88,20.73,18.97,19.08,18.01,20.51
"PHILIPPINES","Patola [Dishrag gourd], native",21.40,21.05,21.70,19.98,21.31,22.60,24.83,26.10,28.63,19.43,20.07,19.47,22.21
"PHILIPPINES","Squash",18.47,16.14,15.40,15.22,15.17,16.63,19.16,20.31,16.85,14.76,14.92,13.26,16.36
"PHILIPPINES","Tomato",24.28,23.38,23.41,24.25,21.44,26.32,33.67,32.98,26.95,23.39,23.93,23.98,25.67
"PHILIPPINES","Upo [Bottle gourd]",15.62,14.41,14.44,13.51,13.71,15.45,15.33,15.97,15.13,15.01,13.90,12.86,14.61
"..National Capital Region (NCR)","Ampalaya [Bitter gourd]",..,..,..,..,..,..,..,..,..,..,..,..,..
"..National Capital Region (NCR)","Banana Blossom",..,..,..,..,..,..,..,..,..,..,..,..,..
