"Geolocation","Commodity Description","2020 Jun"
"PHILIPPINES","0 - ALL ITEMS",104.4000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",104.1000000000000
"PHILIPPINES","01.1 - FOOD",103.8000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",96.8000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",93.7966361932443
"PHILIPPINES","01.1.1.12 - Rice",93.5888593772588
"PHILIPPINES","01.1.1.16 - Corn",97.6149575941771
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",106.2882296255840
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",106.2218126734620
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",106.0574950045500
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",107.5046467640620
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",105.0735087789730
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",109.4827392362600
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",106.0000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",106.1421152779100
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",105.6899267951010
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",104.5143599800800
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",105.5519568859020
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",108.4000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",107.9941733109430
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",115.7850178243350
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",106.5516118651290
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",106.8796362090150
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",113.6924816851400
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",106.6000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",109.7476221395770
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",102.5053480566060
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",100.9568620586350
"PHILIPPINES","01.1.4.5 - Cheese (ND)",105.6764703110070
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",102.5013290129620
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",106.0387449886910
"PHILIPPINES","01.1.4.8 - Eggs (ND)",112.0184099359770
"PHILIPPINES","01.1.5 - Oils and fats (ND)",104.0000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",104.0740691430620
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",108.2566126805410
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",102.6956876379650
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",96.6232460654025
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",118.3000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",119.0801065388650
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",115.6478742843460
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",131.3857159146150
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",105.4137323800180
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",114.9220759596090
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",105.6891169383600
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",106.8248246177740
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",107.3000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",110.2433082095330
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",98.3659658585627
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",112.3137614634000
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",111.5861884242340
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",119.4589627317650
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",108.6090357376040
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.6000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",99.0905914757123
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",104.9632146118870
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",108.7326574898150
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",107.0946435305000
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",104.2260404264750
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",102.9072400858330
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",109.8000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.3704293624180
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",108.2008634368760
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",127.2846560188500
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",109.0124748812380
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",106.1000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",114.0000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",113.9558361525650
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",103.9000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",103.9551049123070
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",104.3000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",104.3001871814490
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",109.3000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",109.3318119021790
"PHILIPPINES","01.2.5 - Water (ND)",103.1000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.0851875499360
"PHILIPPINES","01.2.6 - Soft drinks (ND)",107.8000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",107.7307816728530
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",112.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",112.9119020863080
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",128.4000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",111.9000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",112.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",112.9332093330430
"PHILIPPINES","02.1.2 - Wine (ND)",109.3000000000000
