"Geolocation","Commodity Description","2019 Feb"
"PHILIPPINES","0 - ALL ITEMS",102.1000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",102.3000000000000
"PHILIPPINES","01.1 - FOOD",102.2000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",102.3000000000000
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",102.3217381329160
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",102.0576932942160
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",102.3215749311070
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",102.1883667033110
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",101.6076243737510
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",103.6384885264600
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",102.0000000000000
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",101.5485098267420
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",100.4848126718890
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",102.1462263046930
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",105.8000000000000
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",108.7027509336800
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",102.7971155716220
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",106.2283107327230
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",105.7850741841700
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",101.3000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",102.4934202871710
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",100.8777111765260
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",101.0595992007710
"PHILIPPINES","01.1.4.5 - Cheese (ND)",102.1148517090160
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",100.1726355817940
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",104.2875289662670
"PHILIPPINES","01.1.4.8 - Eggs (ND)",101.4700368950170
"PHILIPPINES","01.1.5 - Oils and fats (ND)",101.6000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",101.5436266141660
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",103.2991855078620
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",101.1782448821950
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",93.1186298988659
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",102.3000000000000
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",98.5102026394201
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",111.5867763839070
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",95.4160505704812
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",108.1878466538780
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",101.7821756983430
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",102.2172885348830
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",99.4000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",97.9518931848491
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",104.5189000231930
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",101.9762186853000
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",103.2800968275130
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.4000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",103.0929097452650
