"Geolocation","Commodity Description","2018 Feb"
"PHILIPPINES","0 - ALL ITEMS",97.9000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",97.4000000000000
"PHILIPPINES","01.1 - FOOD",97.4000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",96.1000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",95.3468065840147
"PHILIPPINES","01.1.1.12 - Rice",95.2373065982160
"PHILIPPINES","01.1.1.16 - Corn",97.3590914349204
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",98.5660587801704
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",99.1344845888261
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",98.6830470735098
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",98.2242937364223
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",98.8050243350230
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",97.4719810361982
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",98.0000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",97.8236096884708
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",98.9298080652227
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",97.6408029960231
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",98.4692917998869
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",98.4000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",98.3592678549748
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",96.1278590804664
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",98.4248380139868
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",101.1307441702070
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",96.8497102451544
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",99.2000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",99.4270916666088
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",98.9426724841635
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",100.0904238517980
"PHILIPPINES","01.1.4.5 - Cheese (ND)",98.0595475001216
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",99.6011129497966
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",96.2399674044452
"PHILIPPINES","01.1.4.8 - Eggs (ND)",99.7209812302547
"PHILIPPINES","01.1.5 - Oils and fats (ND)",98.6000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",98.5852593479061
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",97.8943344869754
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",98.9914016072662
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",103.2801811484100
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",101.8000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",102.2019221159570
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",98.7312356854541
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",98.4639542139325
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",98.2851036927582
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",94.7112747395261
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",98.4288273436308
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",98.2413806222800
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",94.8000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",90.2647226228223
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",92.9915963020780
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",99.8205588573056
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",101.1760692128700
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",96.3531320919398
