"Geolocation","Commodity Description","2019 Apr"
"PHILIPPINES","0 - ALL ITEMS",102.0000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.7000000000000
"PHILIPPINES","01.1 - FOOD",100.4000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",99.0000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",97.7545761628141
"PHILIPPINES","01.1.1.12 - Rice",97.7595860579310
"PHILIPPINES","01.1.1.16 - Corn",97.6625091549995
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",102.7613899665830
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",102.5599948418850
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",102.6852692749810
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",101.9488543007350
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",101.9249687697450
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",104.7784633976850
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",101.8000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",101.6409407563460
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",101.3998518249460
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",100.7337648488240
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",102.4839656231020
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",102.3000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",101.1851493530740
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",108.2872367435370
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",103.2837058649810
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",104.2858075370260
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",107.4649353655330
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",101.3000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",102.8398170057560
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",100.8925686947480
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",101.0174333405540
"PHILIPPINES","01.1.4.5 - Cheese (ND)",102.1563911307440
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",100.1654022273250
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",104.4862264608400
"PHILIPPINES","01.1.4.8 - Eggs (ND)",101.5888045248530
"PHILIPPINES","01.1.5 - Oils and fats (ND)",101.4000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",101.2716500558010
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",104.4150369673650
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",101.5095751255630
