"Geolocation","Commodity Description","2020 Feb"
"PHILIPPINES","0 - ALL ITEMS",104.1000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",103.9000000000000
"PHILIPPINES","01.1 - FOOD",103.6000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",94.2000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",90.6132907076434
"PHILIPPINES","01.1.1.12 - Rice",90.4632912273360
"PHILIPPINES","01.1.1.16 - Corn",93.3698361050212
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",105.3296456628540
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",105.3478795206640
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",105.1472812733750
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",106.1191269069840
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",104.3232559503980
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",107.9466933159420
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",105.7000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",106.0468481705720
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",104.1270208272160
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",103.9192727726700
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",104.4036214463870
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",114.6000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",115.5922277376270
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",115.4224970293490
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",105.8744666945210
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",113.8219191114120
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",112.8562311166460
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",105.7000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",108.9383058787560
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",101.8075502301030
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",99.5326892880573
"PHILIPPINES","01.1.4.5 - Cheese (ND)",104.8395452333390
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",101.6511730958380
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",106.0418137260940
