"Geolocation","Commodity Description","2020 Apr"
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",109.0000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",109.0152315319480
"PHILIPPINES","01.2.5 - Water (ND)",102.9000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",102.8891460198500
"PHILIPPINES","01.2.6 - Soft drinks (ND)",107.6000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",107.5530947521490
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",112.8000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",112.8009952795870
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",126.7000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",110.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",110.8000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",110.8248265261310
"PHILIPPINES","02.1.2 - Wine (ND)",108.3000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",107.1285690530690
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",108.5371972523580
"PHILIPPINES","02.1.3 - Beer (ND)",109.2000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",109.2520026961660
"PHILIPPINES","02.3 - TOBACCO",138.3000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",138.3000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",138.5155050602620
"PHILIPPINES","02.3.0.2 - Cigars (ND)",132.5239618346250
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",121.8860449083510
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.3264135534000
"PHILIPPINES","02.900 - NON-FOOD",102.6000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",104.7000000000000
"PHILIPPINES","03.1 - CLOTHING",104.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",104.3000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",104.2535962980750
"PHILIPPINES","03.1.2 - Garments (SD)",104.6000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",104.6621151751570
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",104.4644445702410
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",105.0224941733820
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",105.4353033177750
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",106.2000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",105.6945301862400
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",110.0164155422820
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",110.0000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",108.9785910393570
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",113.0503548305780
"PHILIPPINES","03.2 - FOOTWEAR",104.5000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",104.5000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",104.7186387472930
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",103.7650078723100
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",105.1324090999680
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",108.0000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",108.0119632541690
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",103.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",105.6000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",105.6000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",105.6274641002210
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",105.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",104.2000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",104.2235155564450
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",109.8000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",109.8697493026100
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.0000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.0000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.9792138192780
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",97.3000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",95.7000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",95.6404772851960
"PHILIPPINES","04.5.2 - Gas (ND)",93.7000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",93.6566676213478
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",70.7000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",70.7044807219265
"PHILIPPINES","04.5.4 - Solid fuels (ND)",112.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",112.9240415582460
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",112.8905368170490
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",106.0000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",103.6000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",103.6000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",103.4921550423420
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",104.9952542352210
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",104.1107597803540
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",102.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",102.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",102.3197263982800
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",103.1368802019420
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",102.9930699597110
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",103.9612452737990
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",103.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",103.4332973349870
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.3688867469400
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.7000313287170
"PHILIPPINES","05.3.2 - Small household appliances (SD)",104.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.1695265084540
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",104.6333353714580
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.3000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.3612738275890
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",104.8000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",104.8000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",104.8328357711940
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",103.7546740836260
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.0339493338060
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",102.7000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.9000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.9671894822970
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",103.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",103.8713677443380
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",102.7208293929350
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",107.1000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",105.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",105.2619731100360
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",104.9320038957830
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",111.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",110.9796948129970
"PHILIPPINES","06 - HEALTH",107.2000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",106.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",106.1000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",106.0965666858570
"PHILIPPINES","06.1.2 - Medical products (ND)",103.3000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",104.2739594891530
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0065260910460
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",105.6744949428460
"PHILIPPINES","06.1.3 - Assistive products (D)",104.3000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",104.3104991286730
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",110.5000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",109.3000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",109.2591569206960
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",113.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",113.0024388844140
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",108.3000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",108.3000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",108.3433226019090
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",107.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",107.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",107.3429357995510
"PHILIPPINES","07 - TRANSPORT",94.9000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",103.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.9000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.9247423888670
"PHILIPPINES","07.1.2 - Motorcycles (D)",103.9000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",103.8808517300400
"PHILIPPINES","07.1.3 - Bicycles (D)",106.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",106.9534238178750
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",78.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",102.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",101.7274134948410
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",103.8053063008990
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.8685287743800
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",73.6000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",71.3274779332855
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",74.0307693905504
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",90.8336100963135
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",103.5472108847110
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",103.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",103.4648263311730
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.7310005118450
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",105.3180206678480
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0513110794850
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",102.1851484641290
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.2000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.2988773741604
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",87.6000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",87.5487930457583
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3028952591240
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.8000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.5000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.5212881356590
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.9000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.7949267223880
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",101.6615504169370
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.7000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.7621382399150
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.5042192939530
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.8143075839020
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.6000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.5685402653070
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",101.7000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",101.6755369631910
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.7000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.7369296879800
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",105.1000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.8745893842602
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.1000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.0000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.0036717090410
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.1000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.1082280981900
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",104.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",104.5000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",102.4323865463130
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",106.7731906477630
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",103.8000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",103.8165773704000
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",103.9000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",103.9221382818270
"PHILIPPINES","09.4.7 - Games of chance (S)",110.5000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.3820986981800
"PHILIPPINES","09.5 - CULTURAL GOODS",101.9000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.9000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.8798105876320
"PHILIPPINES","09.6 - CULTURAL SERVICES",103.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.8559750015010
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",102.9650631757020
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",105.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.7712805438090
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.4263302252070
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.3000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.7261940391010
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7236349962010
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",107.3000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",107.3174058165480
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.4887435765110
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3636496203660
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9081978482160
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.2530780191920
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",105.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",105.2000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",105.2000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",105.2111839612090
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
