"Geolocation","Commodity Description","2021 May"
"PHILIPPINES","0 - ALL ITEMS",108.1000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",107.9000000000000
"PHILIPPINES","01.1 - FOOD",107.9000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",96.2000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",92.3830595680946
"PHILIPPINES","01.1.1.12 - Rice",91.7138324930233
"PHILIPPINES","01.1.1.16 - Corn",104.6814676012940
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",108.1107898583280
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",106.8144437494140
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",108.0646618446900
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",109.0474642050170
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",106.4079190431080
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",111.4392311329270
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",123.1000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",126.5900371226730
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",110.8470768074530
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",128.4574004452220
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",111.0256698958020
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",117.1000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",117.5146207192410
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",126.6473414559970
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",108.0792751062210
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",114.7143329259050
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",117.0900437955410
