"Geolocation","Commodity Description","2019 Sep"
"PHILIPPINES","0 - ALL ITEMS",102.6000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",101.8000000000000
"PHILIPPINES","01.1 - FOOD",101.6000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",96.5000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",94.0899715516007
"PHILIPPINES","01.1.1.12 - Rice",93.8478173356129
"PHILIPPINES","01.1.1.16 - Corn",98.5400475663225
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",104.1671803600540
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",103.9417871424920
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",104.0186348095570
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",104.3793080195300
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",103.3512849028660
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",106.3950501971320
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",105.0000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",105.3564433304340
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",102.8574418811480
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",103.7211063984000
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",103.8532590270900
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",103.1000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",101.9537287847880
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",109.0123410463000
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",104.6781564930200
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",104.7016067519380
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",111.2674735020440
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",103.5000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",107.4045814022870
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",101.6620546095610
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",99.4680586270534
"PHILIPPINES","01.1.4.5 - Cheese (ND)",103.6164623441290
