"Geolocation","Commodity Description","2022 Jan"
"PHILIPPINES","0 - ALL ITEMS",111.4000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",111.9000000000000
"PHILIPPINES","01.1 - FOOD",112.6000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",110.3000000000000
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",110.3237383382350
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",108.2968968300910
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",110.0605270269550
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",110.0928162463760
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",109.3086883825690
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",113.8939055064020
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",113.5000000000000
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",115.3118529548430
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",128.4633127268040
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",112.0255985178770
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",122.6000000000000
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",132.4990866652590
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",109.9309834837940
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",126.2792581969400
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",119.8573395542500
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",108.4000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",113.0222891633610
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",103.8206272173990
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",103.0089410997420
"PHILIPPINES","01.1.4.5 - Cheese (ND)",106.8964982031160
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",105.7954974886190
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",107.6318838928080
"PHILIPPINES","01.1.4.8 - Eggs (ND)",114.3108033280740
"PHILIPPINES","01.1.5 - Oils and fats (ND)",114.8000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",117.0767307661660
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",111.9624470708440
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",106.7516898917130
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",102.4103141053710
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",118.0000000000000
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",126.9830115824110
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",116.3377301353520
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",138.5056080742880
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",120.4806419616660
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",112.9721120368720
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",111.8403519128200
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",120.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",122.0258045108190
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",133.7167486370580
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",117.5810614796700
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",114.8229915120790
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",105.7000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",102.1537186628310
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",108.4502057693620
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",113.2795239479280
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",110.2536963183840
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",106.5491848340780
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",106.8893571123270
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",112.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",104.2476006734100
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",114.0016596398000
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",122.1041357738800
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",112.6453806829620
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",108.4000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",118.9000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",118.8326222293430
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",105.5000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",105.4754342928690
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",107.6000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",107.5842356551350
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",112.4000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",112.3528935294140
"PHILIPPINES","01.2.5 - Water (ND)",105.1000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",105.0712810734270
"PHILIPPINES","01.2.6 - Soft drinks (ND)",110.0000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",110.0129858205490
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",116.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",116.9746289792470
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",145.3000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",122.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",123.0000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",122.9896405321000
"PHILIPPINES","02.1.2 - Wine (ND)",114.8000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",111.4706234806350
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",115.5771895212320
"PHILIPPINES","02.1.3 - Beer (ND)",121.6000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",121.6107587355690
"PHILIPPINES","02.3 - TOBACCO",161.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",161.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",161.9016387218440
"PHILIPPINES","02.3.0.2 - Cigars (ND)",152.1265314498350
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",130.9334001392330
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",135.1000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",135.1000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",135.1408272699060
"PHILIPPINES","02.900 - NON-FOOD",109.7000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",108.0000000000000
"PHILIPPINES","03.1 - CLOTHING",107.7000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",106.1000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",106.1144014396490
"PHILIPPINES","03.1.2 - Garments (SD)",107.5000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",107.2841660569570
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",107.5213922538910
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",109.0026621383530
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",111.5187980813780
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",108.5000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",108.0083629027030
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",112.0531693811360
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",115.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",114.1849385651800
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",118.6575715743170
"PHILIPPINES","03.2 - FOOTWEAR",108.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",108.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",109.0980910666400
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",107.8987910886940
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",109.0959902714220
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",112.1000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",112.1094445194190
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",109.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",108.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",108.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",108.2091610908950
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",110.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",108.6000000000000
