"Geolocation","Commodity Description","2023 Jun"
"PHILIPPINES","0 - ALL ITEMS",121.7000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",126.9000000000000
"PHILIPPINES","01.1 - FOOD",128.9000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",127.0000000000000
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",126.9908869627850
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",123.1536363963520
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",127.3702119680920
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",119.8208505479380
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",125.4245490408790
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",129.4020223598800
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",124.2000000000000
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",128.0766632305750
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",141.3766633895600
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",122.4756914692170
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",133.8000000000000
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",147.4624584495800
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",127.3879849437810
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",128.3730091252780
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",137.3612163540220
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",122.9000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",137.9729861173700
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",113.2721442600670
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",115.4276709793200
"PHILIPPINES","01.1.4.5 - Cheese (ND)",121.5792949063880
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",122.8112487125400
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",117.9477763910320
"PHILIPPINES","01.1.4.8 - Eggs (ND)",135.0921464745060
"PHILIPPINES","01.1.5 - Oils and fats (ND)",133.8000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",139.3811232549400
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",125.4882669510210
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",113.9410735688890
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",111.7350071760360
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",132.6000000000000
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",142.4402682513060
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",132.5605108346470
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",136.6491224679970
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",132.5004658176830
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",127.0330258902750
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",127.3869885577330
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",134.0000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",131.3681388199260
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",128.7587576142400
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",141.1394730653330
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",134.7140477105870
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",148.1000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",180.8732296129150
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",125.2712045442290
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",132.6513865134740
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",123.2584565213160
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",117.4602696692290
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",122.5907256387670
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",125.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",117.3347239699890
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",130.4672290350840
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",125.8881315803190
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",127.8081705910920
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",117.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",130.2000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",130.1725873193090
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",114.1000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",114.0516679049290
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",117.3000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",117.2999627558670
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",125.3000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",125.2763564201660
"PHILIPPINES","01.2.5 - Water (ND)",110.3000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",110.2835140205280
"PHILIPPINES","01.2.6 - Soft drinks (ND)",124.0000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",123.9569285949430
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",128.2000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",128.2536137995600
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",170.5000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",135.9000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",138.6000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",138.5380306045280
"PHILIPPINES","02.1.2 - Wine (ND)",125.1000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",122.8951895535630
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",125.5937546497450
"PHILIPPINES","02.1.3 - Beer (ND)",134.0000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",134.0211675898370
