"Geolocation","Commodity Description","2019 Jul"
"PHILIPPINES","0 - ALL ITEMS",102.4000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",101.4000000000000
"PHILIPPINES","01.1 - FOOD",101.1000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",97.6000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",95.6545332616582
"PHILIPPINES","01.1.1.12 - Rice",95.4364372466446
"PHILIPPINES","01.1.1.16 - Corn",99.6624909235108
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",103.6143051764420
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",103.4224620698640
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",103.5391596208540
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",103.5187949930260
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",102.7194255280810
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",105.6273626991490
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",104.6000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",104.9717820501230
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",101.6975492263390
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",103.3985951492950
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",103.3425529007010
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",102.0000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",100.9255746761940
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",107.2362145784070
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",104.1447991115110
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",103.6714116302750
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",109.2658998086680
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",101.8000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",105.2105414346920
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",101.3175941841650
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",99.2034605346593
"PHILIPPINES","01.1.4.5 - Cheese (ND)",103.2551388425260
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",100.1373498983150
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",104.5619346739060
"PHILIPPINES","01.1.4.8 - Eggs (ND)",102.1058620601880
"PHILIPPINES","01.1.5 - Oils and fats (ND)",101.6000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",101.4172232083120
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",105.0584976199690
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",101.7803662125250
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",91.5011626662515
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",103.3000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",102.8804717135400
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",109.8980648864590
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",118.4071810927820
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",97.5055496970405
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",110.5137230761550
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",103.4843993938240
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",103.2031608840410
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",102.5000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",102.0479064691150
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",104.5338942365490
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",102.7514910233610
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",97.5064515251656
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",108.2658920702290
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",104.2755801486390
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",101.7000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",100.2251681224150
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",103.1910403913870
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",104.5867390279840
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",104.4100117207920
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",101.8853819287520
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.8165958928670
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",105.1000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.7848909029940
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",104.5388154506030
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",112.1987006330920
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",104.7097965232860
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",104.2000000000000
