"Geolocation","Commodity Description","2018 Oct"
"PHILIPPINES","0 - ALL ITEMS",102.3000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",103.5000000000000
"PHILIPPINES","01.1 - FOOD",103.6000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",105.3000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",106.5774347749730
"PHILIPPINES","01.1.1.12 - Rice",106.8857140701160
"PHILIPPINES","01.1.1.16 - Corn",100.9121759994600
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",101.3539056650450
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",101.0074743577510
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",101.3139538365310
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",101.5176601508590
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",100.9804867993300
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",102.2591428701420
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",101.9000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",102.0771583990130
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",101.0973614414180
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",102.6511230115360
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",101.4527995420390
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",102.9000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",103.2661347880930
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",104.4474173923550
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",101.4967467750150
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",100.7576367272610
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",102.9390506564040
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",100.9000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",100.3214559243810
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",100.8652158463820
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",100.6017459448480
"PHILIPPINES","01.1.4.5 - Cheese (ND)",101.4159246810750
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",100.1659435635000
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",103.4079816519130
"PHILIPPINES","01.1.4.8 - Eggs (ND)",100.7843201343660
"PHILIPPINES","01.1.5 - Oils and fats (ND)",101.5000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",101.5595213588600
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",101.6499645286600
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",100.8658129277940
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",96.6977814936256
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",99.4000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",99.1392021816366
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",101.0233492832810
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",105.7159312951140
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",102.3219143873470
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",105.1814383915750
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",101.0080592963860
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",101.5038634016080
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",108.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",114.4010932361110
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",108.6742675442100
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",108.1881075829950
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",104.0819009676660
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",106.5384015747340
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",101.7873327410300
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",104.1000000000000
