"Geolocation","Commodity Description","2018 Jul"
"PHILIPPINES","0 - ALL ITEMS",100.2000000000000
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",99.9000000000000
"PHILIPPINES","01.1 - FOOD",99.8000000000000
"PHILIPPINES","01.1.1 - Cereals and cereal products (ND)",99.8000000000000
"PHILIPPINES","01.1.1.1 - Cereals (ND)",99.7257021007523
"PHILIPPINES","01.1.1.12 - Rice",99.6350948134400
"PHILIPPINES","01.1.1.16 - Corn",101.3907952083920
"PHILIPPINES","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",100.1455977323230
"PHILIPPINES","01.1.1.2 - Flour of cereals (ND)",100.1152767062470
"PHILIPPINES","01.1.1.3 - Bread and bakery products (ND)",100.0932686670540
"PHILIPPINES","01.1.1.4 - Breakfast cereals (ND)",100.3458787568040
"PHILIPPINES","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",100.1260881235860
"PHILIPPINES","01.1.1.9 - Other cereal and grain mill products (ND)",100.4352488341750
"PHILIPPINES","01.1.2 - Meat and other parts of slaughtered land animals (ND)",100.7000000000000
"PHILIPPINES","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",100.8633924395290
"PHILIPPINES","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",100.2641334318010
"PHILIPPINES","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",101.2063100465580
"PHILIPPINES","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",100.0645060813760
"PHILIPPINES","01.1.3 - Fish and other seafood (ND)",98.5000000000000
"PHILIPPINES","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",98.3988001111564
"PHILIPPINES","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",98.7708108064080
"PHILIPPINES","01.1.3.3 - Fish preparations (ND)",99.7083511767482
"PHILIPPINES","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",97.9395661050552
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",100.1379952561930
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",99.9000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",99.9277303165407
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",100.1369035583270
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",99.9537960928384
"PHILIPPINES","01.1.4.5 - Cheese (ND)",100.5501544943610
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",100.2052970583650
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",100.6440752067530
"PHILIPPINES","01.1.4.8 - Eggs (ND)",99.4643271962756
"PHILIPPINES","01.1.5 - Oils and fats (ND)",100.0000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",99.9601906233850
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",100.4033636416780
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",100.1092421377780
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",100.6576011155380
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",97.0000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",96.7548131706277
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",98.3948326287034
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",95.7809577321551
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",98.1596361409517
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",100.4508894483370
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",100.6098179764150
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",100.3294204189980
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",100.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",99.6704116414794
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",104.5832055159190
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",102.9498257099820
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",98.1145285432447
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",95.2867358165999
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",100.3590224087620
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",101.9000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",104.1751866123270
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",100.3655880642290
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",99.9949590006226
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",100.3601923699150
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",100.1642587496510
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",100.1081519535650
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",100.1000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",100.2349386494470
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",100.1835303738240
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",99.8263924979954
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",99.8307270650540
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",100.6000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",103.0000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",102.9922625450110
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",100.0000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",100.0232776703590
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",100.4000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",100.3591695171070
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",100.1000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",100.1197572169840
"PHILIPPINES","01.2.5 - Water (ND)",100.1000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",100.0955250479560
"PHILIPPINES","01.2.6 - Soft drinks (ND)",101.6000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",101.5954730314330
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",103.0000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",102.9506551663600
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",101.3000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",100.5000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",100.5000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",100.5179433122450
"PHILIPPINES","02.1.2 - Wine (ND)",101.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",100.1533178021240
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",101.1760384244250
"PHILIPPINES","02.1.3 - Beer (ND)",100.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",100.4079326007660
"PHILIPPINES","02.3 - TOBACCO",101.9000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",101.9000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",101.8846985316910
"PHILIPPINES","02.3.0.2 - Cigars (ND)",101.5835951325550
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",101.0057396576420
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",99.1000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",99.1000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",99.1076093994115
"PHILIPPINES","02.900 - NON-FOOD",100.4000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",100.1000000000000
"PHILIPPINES","03.1 - CLOTHING",100.1000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",100.0000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",99.9844550642056
"PHILIPPINES","03.1.2 - Garments (SD)",100.1000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",100.1617544646350
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",100.0890392625380
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",99.9709435556674
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",100.4512082117470
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",100.1000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",100.1617580997740
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",99.7398429726353
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",101.1000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",101.4191382971020
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",100.1516485051020
"PHILIPPINES","03.2 - FOOTWEAR",100.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",100.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",100.0897177457950
