"Geolocation","Commodity Description","2021 Jun"
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",111.1000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",111.0273029494070
"PHILIPPINES","01.2.5 - Water (ND)",104.3000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",104.2667348163790
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.1000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.1143579719670
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",114.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",114.9005954310330
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",141.8000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",119.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",120.3000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",120.2868292147550
"PHILIPPINES","02.1.2 - Wine (ND)",113.6000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.7400691041940
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",114.5953910453350
"PHILIPPINES","02.1.3 - Beer (ND)",118.1000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",118.0417953140170
"PHILIPPINES","02.3 - TOBACCO",157.5000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",157.5000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",157.9183030243840
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.4796591332520
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.6030702540950
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",134.5000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",134.5000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",134.5674299901600
"PHILIPPINES","02.900 - NON-FOOD",107.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",106.8000000000000
"PHILIPPINES","03.1 - CLOTHING",106.6000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.5000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.5126776729550
"PHILIPPINES","03.1.2 - Garments (SD)",106.3000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",106.2531774042190
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.3992062197960
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",107.6983360647470
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.4713526333840
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.7000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",107.1160242672640
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.4770928054810
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",113.5000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",112.2939827969570
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",116.8486478597680
"PHILIPPINES","03.2 - FOOTWEAR",107.4000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",107.4000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",107.6299108503000
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",106.4440001257660
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",107.9909019592290
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",110.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",110.5500139361020
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",105.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.3000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.3000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.3199551610670
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",108.8000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",107.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",107.0735833522850
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",114.9000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",114.9248674066180
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",106.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",106.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",106.5390223182920
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",100.1000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",93.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",93.8292442128482
"PHILIPPINES","04.5.2 - Gas (ND)",109.1000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",109.0743964826640
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",97.6000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",97.5918703789654
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.2000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",118.9111480632800
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",120.2289597249290
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",108.5000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.6000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",105.6000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.4788275515950
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.2647642696860
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.8867668562270
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.5000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.5000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.4378444227790
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.8152424753640
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.0005871117140
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.6715545500430
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.0000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.5000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",105.5326408135600
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.3026127338650
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.3635257488580
"PHILIPPINES","05.3.2 - Small household appliances (SD)",107.4000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",107.2026530454720
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",107.4759786054650
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.5000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.4766709311920
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",107.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",107.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",108.4101568098150
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.7475273554990
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.1568891170130
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.4000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.4000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.3710371420110
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",106.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",107.6625180538470
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.3483413342180
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",110.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.3000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.0314362302420
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",107.1389246272530
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",115.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",114.9912439373910
"PHILIPPINES","06 - HEALTH",112.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",109.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",110.1000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",110.0685916887340
"PHILIPPINES","06.1.2 - Medical products (ND)",104.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",108.7059180688890
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.3920576964630
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",108.9110643594980
"PHILIPPINES","06.1.3 - Assistive products (D)",107.6000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",107.6345307915270
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",118.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",113.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",113.3731443558250
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",129.1000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",129.1023838995930
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",113.2000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",113.2000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",113.2280773211540
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",114.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",114.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",114.1726923896230
"PHILIPPINES","07 - TRANSPORT",111.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.3000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.2040364416420
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.9000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.9751298137790
"PHILIPPINES","07.1.3 - Bicycles (D)",124.5000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",124.4089291829740
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",102.8000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.3000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",105.2873587160960
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.2362558352940
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.4000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",99.0378109201875
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",103.5007458796290
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",106.1773497177020
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",105.8350274439280
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.9000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.8717585311190
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",119.7000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6449602975510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.4140419519450
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",82.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",82.7644286271399
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",109.4000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",109.3746412007060
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.5000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.8000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.5652267579610
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.2526334878660
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.9601684491780
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.0100836185520
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.7302711628930
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.0301666279650
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.8604393023520
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.3000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.3308488262130
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0036766197040
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.7000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.2812128746750
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.1000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.0000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.0282780692210
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.7084351056140
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",108.5000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",109.9000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",105.7491956719660
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",114.3267232279220
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",107.1000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",107.0932714557210
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.0000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.0423427263750
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.2253614830008
"PHILIPPINES","09.5 - CULTURAL GOODS",104.1000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.1000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.1013308727750
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.4644781546620
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.9000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.9569789586840
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.2000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3456896123030
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.7401826748740
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.2895039952300
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8243454151690
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",110.1000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",110.1154987892770
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018733525260
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1335736782310
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4621696699300
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1892376520140
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",109.8000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",109.9775785916450
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
